runner_id,age,gender,previous_marathon_count,training_program,personal_best_minutes,weekly_mileage_km
R082438,37,Non-binary,3,Intermediate,239,101.0699809
R087580,64,Male,1,Beginner,276,20
R025864,21,Female,1,Intermediate,225,38.7
R095496,18,Female,1,Beginner,251,20
R029469,46,Male,3,Beginner,276,20
R038246,22,Female,5,Beginner,302,20
R015654,51,Male,2,Intermediate,245,20
R003160,38,Male,1,Intermediate,257,24.1
R004534,37,Male,0,Advanced,,20
R081019,54,Male,2,Beginner,298,20
R087176,48,Male,1,Intermediate,265,22
R068236,20,Female,3,Beginner,287,20
R086524,23,Female,0,Beginner,,20
R062704,30,Male,3,Intermediate,278,25.7
R080493,26,Non-binary,3,Advanced,201,54.2
R081193,31,Female,1,Intermediate,266,20
R032508,21,Male,4,Intermediate,265,20
R058062,63,Female,3,Beginner,291,20
R014466,36,Female,1,Beginner,303,24.6
R038586,41,Female,1,Intermediate,254,20
R024771,54,Non-binary,1,Beginner,277,20
R078483,29,Male,1,Beginner,309,20
R041100,56,Male,2,Advanced,208,34.6
R081078,56,Female,2,Intermediate,277,52.8
R056710,39,Male,2,Beginner,257,20
R009706,48,Female,1,Advanced,229,26.4
R034022,18,Female,1,Intermediate,262,23.8
R044308,62,Male,0,Advanced,,36.8
R074714,60,Non-binary,1,Intermediate,266,41.4
R073719,43,Female,2,Beginner,275,20
R068993,47,Male,3,Beginner,252,22.1
R022572,40,Male,0,Beginner,,20
R028671,57,Female,4,Beginner,327,20
R029375,58,Male,1,Intermediate,275,44.1
R075943,40,Male,0,Advanced,,20
R035070,58,Female,1,Beginner,292,22.1
R014182,24,Female,1,Beginner,347,28.6
R021206,19,Female,1,Beginner,259,20
R064183,65,Female,1,Intermediate,305,47.9
R002442,47,Male,2,Beginner,230,42.1
R006787,27,Male,1,Beginner,303,20
R070543,65,Female,4,Beginner,271,20
R024906,42,Male,0,Beginner,,20
R062661,34,Male,0,Intermediate,,20
R094610,36,Female,2,Intermediate,230,20
R065289,33,Female,1,Beginner,276,24.6
R044897,31,Non-binary,2,Intermediate,267,41.5
R085369,20,Male,0,Beginner,,26.2
R062759,24,Male,2,Intermediate,245,20
R024412,57,Male,5,Advanced,233,20
R087437,19,Male,3,Beginner,320,51.4
R026726,34,Female,0,Beginner,,38.5
R088368,19,Male,1,Intermediate,213,42.9
R018389,19,Male,3,Intermediate,237,20
R088124,21,Female,4,Beginner,247,30.2
R001977,29,Female,1,Beginner,294,20
R098961,62,Female,1,Beginner,272,20
R097481,49,Male,3,Advanced,227,25
R015651,27,Male,4,Beginner,285,20
R052993,55,Female,1,Advanced,181,20
R016162,23,Male,3,Intermediate,242,20
R073922,38,Male,3,Intermediate,247,27.7
R052137,48,Male,2,Beginner,256,20
R063037,45,Female,0,Intermediate,,22
R001948,40,Female,1,Beginner,285,46.8
R015591,45,Male,2,Beginner,265,20
R063916,35,Female,3,Beginner,292,50.3
R094300,27,Male,0,Intermediate,,62.4
R028288,65,Male,3,Intermediate,230,20
R063601,48,Male,1,Intermediate,225,20
R032539,47,Female,2,Beginner,274,22.2
R090053,39,Male,3,Beginner,267,20
R010706,45,Female,1,Advanced,232,24.1
R077537,54,Male,0,Advanced,,35
R096840,37,Female,4,Beginner,304,20
R081011,59,Female,5,Advanced,239,44.3
R096920,37,Male,2,Beginner,300,20
R055416,18,Female,1,Intermediate,205,32.4
R038129,55,Male,3,Intermediate,300,20
R060803,32,Non-binary,2,Beginner,297,20
R069578,26,Male,2,Beginner,274,48
R086641,32,Female,4,Intermediate,225,20
R011242,30,Male,2,Beginner,237,20
R061795,59,Female,2,Advanced,200,28
R000139,43,Male,2,Advanced,196,20
R039807,43,Female,1,Advanced,230,38.1
R093109,49,Female,1,Intermediate,228,20
R081927,33,Female,2,Beginner,293,20
R027646,18,Male,1,Beginner,291,20
R086885,58,Female,1,Intermediate,256,25.6
R093820,50,Female,2,Advanced,234,20
R087486,56,Female,0,Beginner,,20
R021542,65,Male,2,Beginner,269,20
R059576,41,Female,1,Intermediate,219,29.7
R041432,51,Female,2,Advanced,222,72.5
R022651,27,Male,0,Intermediate,,31.4
R079686,18,Female,3,Beginner,282,20
R009992,43,Male,0,Beginner,,20
R027337,40,Male,1,Intermediate,258,20
R062300,35,Female,0,Intermediate,,20
R037017,30,Female,0,Intermediate,,40
R097450,38,Female,1,Beginner,279,20
R096585,45,Female,1,Beginner,300,55.7
R006449,61,Male,0,Advanced,,26.9
R074631,44,Male,4,Beginner,284,20
R093032,22,Female,1,Beginner,279,20
R074475,50,Male,4,Beginner,275,20
R034557,44,Male,2,Beginner,276,20
R016863,61,Male,0,Intermediate,,44.3
R084870,43,Female,0,Beginner,,20
R042014,33,Male,3,Beginner,225,23.5
R079867,63,Male,3,Beginner,278,44.1
R022837,34,Male,4,Intermediate,280,20
R021104,29,Female,3,Beginner,266,20
R011476,20,Male,0,Intermediate,,20
R081215,43,Non-binary,1,Beginner,293,20
R025464,24,Male,0,Advanced,,30.6
R077996,60,Male,3,Beginner,316,20
R022911,63,Female,2,Advanced,185,20
R032231,26,Male,1,Intermediate,257,20
R095633,58,Male,1,Beginner,310,27.1
R036728,23,Female,1,Intermediate,264,20
R029105,63,Male,3,Beginner,279,20
R049518,40,Male,3,Advanced,215,47.5
R055878,45,Non-binary,2,Intermediate,240,20
R019214,35,Female,5,Beginner,304,20
R092804,58,Female,3,Intermediate,231,29.6
R006594,27,Male,4,Beginner,264,53.1
R084112,24,Male,2,Advanced,207,38.3
R017078,43,Female,2,Beginner,253,21.8
R011543,30,Female,2,Beginner,284,20
R065357,25,Non-binary,7,Advanced,250,21.2
R039933,20,Female,1,Intermediate,227,20
R045557,57,Male,0,Beginner,,38.1
R056931,28,Female,1,Intermediate,249,20
R025159,46,Female,1,Intermediate,254,59.3
R087364,39,Male,1,Intermediate,265,21.9
R066586,46,Female,2,Beginner,303,28.8
R068947,48,Female,1,Beginner,304,52.7
R044678,59,Male,1,Advanced,253,20
R026475,52,Female,2,Intermediate,314,20
R045341,30,Male,4,Beginner,296,20
R040289,48,Male,1,Beginner,278,32.3
R025639,59,Female,3,Beginner,291,20
R098783,41,Non-binary,2,Intermediate,259,25.2
R079521,58,Male,3,Beginner,244,20
R010622,58,Male,5,Beginner,294,29.1
R020480,41,Female,3,Beginner,266,24.4
R035950,33,Non-binary,3,Intermediate,272,46.8
R047183,54,Female,1,Intermediate,235,33.1
R036655,47,Male,3,Beginner,315,20
R006964,57,Male,3,Beginner,255,20
R038759,35,Female,5,Advanced,207,58.6
R077266,36,Female,0,Beginner,,56.1
R073088,51,Female,2,Advanced,222,58.2
R038722,46,Female,2,Advanced,204,20
R054966,47,Female,1,Beginner,327,20
R066889,60,Male,1,Intermediate,221,20
R098480,24,Female,3,Beginner,255,20
R013121,36,Male,4,Beginner,294,52.6
R002590,52,Female,1,Advanced,188,20
R075321,47,Female,0,Beginner,,20
R031822,18,Male,2,Beginner,296,20
R047972,28,Male,1,Beginner,285,20
R089787,55,Male,2,Beginner,314,20
R070356,52,Male,2,Beginner,342,20
R009681,47,Male,1,Advanced,246,20
R043417,64,Female,0,Intermediate,,20
R057249,47,Male,4,Advanced,196,20
R089878,28,Male,3,Beginner,267,55.4
R072756,23,Male,0,Intermediate,,56.4
R064316,52,Female,2,Beginner,266,20
R089832,54,Female,2,Intermediate,226,20
R021949,65,Male,3,Beginner,233,44.7
R059554,60,Male,1,Beginner,245,26.1
R018048,63,Non-binary,1,Intermediate,268,21.3
R028617,27,Male,1,Intermediate,283,20
R058936,49,Female,2,Beginner,246,20
R002656,39,Female,3,Beginner,300,23.5
R011330,26,Male,2,Advanced,197,25.5
R044547,64,Female,1,Beginner,247,20
R041315,37,Male,3,Advanced,256,48.5
R047459,53,Non-binary,5,Advanced,207,20
R035718,29,Male,1,Intermediate,286,20
R059832,39,Female,1,Beginner,288,20
R023756,58,Male,1,Beginner,285,20
R047329,27,Male,0,Beginner,,39.3
R093905,34,Female,2,Intermediate,221,20
R026328,50,Male,3,Beginner,292,34.1
R042898,39,Female,1,Beginner,273,40.7
R044789,34,Female,4,Intermediate,236,20
R078459,46,Female,3,Beginner,310,21.7
R020027,34,Female,2,Beginner,286,30.3
R053141,46,Female,4,Beginner,243,26.6
R058837,35,Male,1,Beginner,328,20
R034014,22,Female,2,Beginner,306,20
R063097,37,Female,3,Intermediate,238,20
R013954,46,Female,0,Beginner,,31.9
R098239,43,Male,2,Beginner,273,23.9
R066828,49,Female,3,Beginner,276,20
R078520,63,Male,2,Beginner,262,31.2
R044823,47,Female,1,Beginner,313,22.3
R034477,23,Male,4,Beginner,268,20
R029978,48,Male,3,Beginner,251,42.3
R055893,31,Male,2,Beginner,290,20
R054606,35,Female,6,Beginner,313,61.1
R061362,49,Female,2,Intermediate,237,37.8
R029877,19,Male,4,Advanced,218,25.1
R025155,63,Male,0,Beginner,,22
R035291,22,Female,3,Intermediate,224,41
R050455,46,Female,3,Intermediate,231,37.7
R099982,41,Female,0,Beginner,,20
R018773,43,Female,5,Intermediate,218,20
R023362,61,Female,0,Intermediate,,20
R080694,29,Male,3,Beginner,340,20
R016530,18,Non-binary,1,Intermediate,279,39.1
R099586,22,Female,0,Intermediate,,40.9
R033116,39,Male,1,Intermediate,309,26.5
R028490,54,Male,1,Intermediate,215,20
R019145,60,Male,1,Intermediate,249,40.8
R064229,50,Male,5,Beginner,279,30.2
R054028,48,Female,1,Intermediate,272,20
R049468,24,Male,1,Intermediate,234,31.9
R095295,57,Male,1,Beginner,289,20
R082405,50,Male,2,Beginner,253,20
R011744,54,Female,0,Advanced,,20
R029242,45,Male,2,Intermediate,257,37.5
R077706,34,Female,4,Beginner,330,20
R030887,37,Female,3,Beginner,283,102.7124637
R002225,29,Female,3,Intermediate,266,20
R018142,38,Female,1,Beginner,323,20
R005996,41,Non-binary,1,Intermediate,248,43.9
R048135,31,Female,4,Intermediate,265,31.6
R056690,22,Male,1,Beginner,300,20
R085800,56,Male,4,Beginner,243,65.3
R057894,30,Male,4,Beginner,305,21.8
R002051,20,Female,5,Beginner,371,20
R099166,41,Male,1,Advanced,190,20
R095856,43,Female,3,Intermediate,210,27.2
R028566,33,Female,2,Beginner,323,20
R066560,24,Female,3,Beginner,304,20
R071888,44,Female,2,Intermediate,265,36.3
R015055,32,Female,1,Beginner,232,20
R058100,42,Female,0,Beginner,,20
R069922,54,Male,2,Intermediate,262,56.6
R023055,44,Female,1,Beginner,274,58.2
R040232,64,Female,0,Intermediate,,58.6
R008800,55,Male,3,Beginner,278,37.1
R057671,54,Female,4,Beginner,305,25.9
R062327,19,Female,0,Advanced,,23.5
R044694,57,Female,2,Intermediate,228,27.5
R003363,46,Male,0,Intermediate,,41.3
R040218,60,Male,5,Intermediate,255,24.5
R003834,39,Female,0,Beginner,,20
R029731,48,Female,2,Advanced,242,42
R069651,18,Female,2,Beginner,304,32
R057586,22,Female,1,Intermediate,250,20
R080861,25,Male,0,Beginner,,106.613153
R029474,19,Male,1,Beginner,267,30.8
R035648,23,Female,2,Beginner,309,20
R093968,19,Male,2,Beginner,253,42.7
R041036,61,Male,1,Beginner,301,38.2
R092884,52,Female,4,Advanced,239,20
R065158,55,Male,1,Intermediate,244,28.6
R073710,60,Male,1,Intermediate,216,112.2561956
R027584,65,Female,1,Intermediate,250,22.8
R051639,40,Female,3,Beginner,286,20
R073442,34,Female,0,Beginner,,20
R005021,37,Female,2,Intermediate,250,24
R092012,35,Non-binary,1,Intermediate,277,50.3
R018595,35,Female,0,Intermediate,,20
R037941,50,Male,3,Beginner,315,20
R057011,19,Male,2,Intermediate,259,40.4
R048619,45,Male,2,Beginner,261,20
R053699,64,Male,1,Advanced,194,28.6
R042420,59,Female,0,Beginner,,20
R025008,65,Male,0,Beginner,,27.1
R012187,51,Female,2,Beginner,294,20
R091330,56,Female,0,Beginner,,26.1
R007196,62,Male,1,Advanced,238,23.3
R049500,39,Female,1,Intermediate,270,45
R063196,50,Male,3,Beginner,286,20
R094049,44,Female,0,Intermediate,,38.1
R068793,55,Male,2,Advanced,234,60.9
R030462,47,Male,1,Beginner,310,20
R015958,24,Male,1,Beginner,280,20
R085463,45,Male,0,Beginner,,41.8
R013616,61,Female,3,Beginner,290,32.1
R070737,65,Female,5,Beginner,276,26.9
R083152,27,Male,2,Intermediate,301,29
R043328,21,Male,0,Beginner,,20
R020883,38,Male,6,Beginner,297,25.9
R038504,57,Male,0,Intermediate,,35.6
R001617,34,Female,4,Beginner,279,30.7
R066942,57,Female,3,Intermediate,280,40.4
R005570,38,Male,2,Beginner,268,28.6
R008820,46,Female,4,Advanced,201,36
R001418,41,Female,2,Beginner,229,20
R095034,22,Male,4,Beginner,312,35.9
R090872,44,Female,3,Intermediate,262,20
R022096,39,Female,3,Intermediate,265,56.9
R010303,64,Female,3,Intermediate,255,20
R097100,38,Female,3,Beginner,328,20
R017509,40,Female,2,Beginner,282,20
R052334,44,Male,2,Beginner,246,47.4
R048807,38,Female,2,Advanced,224,63.6
R010453,58,Male,1,Beginner,263,32.4
R099569,51,Male,2,Beginner,254,29
R053658,47,Male,5,Intermediate,230,26.6
R068434,27,Female,4,Beginner,312,29
R082761,52,Female,3,Beginner,269,54.2
R082790,26,Male,2,Intermediate,210,20
R070905,18,Male,2,Beginner,288,42.4
R072201,34,Female,3,Beginner,294,20
R018626,19,Male,1,Beginner,250,23.7
R052269,62,Male,4,Intermediate,246,20.7
R038056,34,Male,1,Intermediate,227,20
R032743,34,Male,1,Beginner,301,36.6
R066804,57,Female,2,Beginner,312,43.6
R048359,27,Female,0,Advanced,,20
R088694,43,Male,1,Beginner,242,38.3
R096692,43,Female,4,Intermediate,271,22.6
R056971,41,Female,4,Advanced,226,26.3
R016234,24,Female,1,Beginner,277,20
R047826,39,Female,1,Advanced,262,26.8
R003709,44,Male,3,Beginner,347,20
R021934,60,Male,2,Intermediate,210,20
R054720,56,Female,0,Beginner,,29.8
R014276,36,Male,1,Advanced,229,20
R002443,38,Female,3,Intermediate,272,20
R019098,46,Male,2,Advanced,177,47.8
R049084,50,Male,1,Beginner,276,20
R075119,62,Male,3,Intermediate,204,21.2
R065033,54,Female,1,Beginner,271,20
R048546,34,Female,2,Advanced,158,20
R067955,59,Female,5,Intermediate,206,35.6
R069759,21,Male,2,Beginner,247,29.9
R087075,35,Male,3,Advanced,179,32.6
R006104,63,Male,3,Intermediate,253,20
R008112,26,Female,1,Advanced,211,21.2
R097997,45,Female,2,Advanced,240,39
R030505,18,Female,2,Intermediate,275,20
R022563,62,Male,4,Beginner,280,20
R013514,51,Female,1,Intermediate,230,20
R012188,42,Female,3,Beginner,252,53.6
R074620,32,Female,5,Advanced,210,28.9
R037691,45,Female,1,Advanced,199,34.8
R052474,25,Male,2,Intermediate,256,20
R003579,55,Female,2,Beginner,287,20
R033642,52,Male,2,Advanced,272,31.5
R005575,50,Male,2,Intermediate,260,42.5
R064902,47,Female,3,Beginner,312,20
R090911,19,Male,2,Advanced,196,37.5
R022902,18,Non-binary,5,Intermediate,266,43.8
R046482,63,Male,2,Advanced,199,78.9
R086726,41,Non-binary,1,Beginner,268,20
R080843,39,Male,2,Intermediate,308,20
R030374,29,Non-binary,7,Intermediate,201,20
R019306,39,Female,3,Advanced,208,20
R015811,30,Female,2,Intermediate,223,32.9
R057787,44,Male,1,Intermediate,236,20
R061549,35,Female,1,Beginner,255,20
R087860,29,Female,0,Beginner,,20.7
R031249,39,Female,2,Beginner,313,20
R009324,57,Male,2,Intermediate,265,20
R048391,24,Male,0,Intermediate,,20
R008555,37,Female,2,Beginner,270,30.6
R082337,27,Female,2,Beginner,299,29.1
R010217,35,Male,1,Beginner,286,28.5
R083523,57,Male,1,Beginner,292,24.6
R040474,47,Male,0,Advanced,,20
R048874,22,Female,0,Beginner,,20
R071879,62,Female,1,Intermediate,228,20.1
R080369,20,Female,4,Advanced,184,20
R086462,48,Male,1,Beginner,287,20
R013217,59,Female,0,Beginner,,44.3
R038324,64,Male,3,Intermediate,211,44.5
R083330,62,Female,2,Beginner,267,20
R066906,32,Female,4,Intermediate,248,49
R048482,55,Male,3,Beginner,301,25.6
R041224,30,Male,3,Beginner,286,54.1
R036531,42,Female,2,Intermediate,225,51
R035727,56,Male,3,Advanced,195,59.7
R093796,54,Non-binary,3,Intermediate,267,20
R011117,44,Male,2,Beginner,286,24.7
R050246,41,Female,0,Beginner,,20
R021647,46,Male,2,Advanced,188,20
R059806,52,Male,2,Intermediate,266,115.9436983
R095147,33,Male,4,Beginner,265,20.7
R057590,37,Male,3,Beginner,256,20
R063723,50,Female,1,Intermediate,228,31.9
R065493,20,Male,2,Advanced,207,25.4
R027365,28,Female,5,Beginner,285,20
R099727,20,Female,3,Intermediate,259,22.5
R002468,28,Female,0,Advanced,,31.7
R045487,23,Male,0,Beginner,,42.4
R020767,61,Male,3,Beginner,268,37.2
R069104,53,Female,2,Advanced,225,25.8
R087449,53,Female,2,Beginner,286,20
R059185,47,Male,0,Beginner,,20
R074055,41,Male,1,Intermediate,218,106.8365217
R054389,46,Male,4,Advanced,226,20
R043508,53,Male,3,Intermediate,237,39.4
R086316,20,Male,3,Beginner,229,52.5
R008447,28,Male,4,Beginner,263,20
R010986,52,Female,2,Beginner,263,24.9
R020599,48,Male,2,Advanced,209,25.2
R079467,40,Female,6,Advanced,224,20
R025250,47,Female,3,Advanced,237,53.6
R048203,20,Male,4,Beginner,248,43.4
R079473,53,Male,4,Beginner,289,23.3
R028060,48,Male,2,Beginner,305,20
R086382,23,Female,1,Beginner,259,36.8
R034788,28,Female,0,Beginner,,29.3
R052522,45,Male,5,Beginner,292,21.7
R026734,57,Male,2,Intermediate,289,54.4
R016290,37,Female,2,Beginner,286,20
R075372,57,Female,2,Advanced,233,34.1
R055423,33,Female,1,Beginner,281,20
R018133,35,Male,1,Intermediate,257,20
R082391,31,Female,3,Beginner,295,20
R039725,63,Male,1,Intermediate,248,31.9
R025157,23,Male,3,Intermediate,284,20
R027069,46,Male,2,Advanced,239,30.1
R050909,62,Female,1,Beginner,258,20
R015478,31,Male,3,Beginner,274,20
R001713,29,Male,3,Advanced,212,100.8419049
R029647,34,Female,2,Beginner,274,40.2
R030160,18,Female,2,Intermediate,287,53.8
R072781,47,Female,1,Advanced,211,37.7
R000083,33,Female,1,Beginner,283,55.2
R063561,27,Male,1,Intermediate,255,32
R061246,32,Female,2,Intermediate,226,20
R058206,36,Non-binary,2,Intermediate,269,44.8
R041025,46,Female,3,Advanced,235,25.9
R007988,26,Female,3,Intermediate,280,20
R008603,55,Female,4,Intermediate,185,20
R026042,23,Female,4,Advanced,166,20
R040722,34,Male,2,Intermediate,233,37.5
R024462,53,Female,2,Beginner,315,26.9
R066765,35,Female,2,Beginner,299,22.4
R019821,55,Non-binary,1,Intermediate,235,20
R058367,49,Male,1,Intermediate,234,20
R069773,22,Female,2,Intermediate,256,20
R069132,64,Female,0,Advanced,,54.9
R017980,20,Male,4,Beginner,275,31.4
R087423,24,Male,4,Advanced,183,41.5
R060223,64,Male,3,Beginner,250,34.8
R010466,46,Female,1,Intermediate,227,27.8
R090171,22,Female,2,Advanced,207,20
R022208,65,Male,0,Intermediate,,20
R060627,49,Female,2,Beginner,280,20
R049927,34,Female,1,Beginner,247,23.2
R031825,49,Male,2,Beginner,256,35
R014946,52,Non-binary,0,Intermediate,,20
R083805,32,Female,2,Beginner,260,27.3
R009425,27,Female,3,Intermediate,242,47.2
R080822,25,Non-binary,3,Advanced,211,33.4
R055837,34,Female,2,Beginner,265,20
R047874,50,Female,4,Beginner,291,20
R092614,38,Female,1,Intermediate,279,20
R019698,22,Female,0,Beginner,,27.8
R063794,18,Female,0,Beginner,,20
R041769,52,Female,2,Intermediate,261,28.6
R025387,19,Female,1,Intermediate,210,20
R090229,31,Female,2,Beginner,328,20
R006359,51,Non-binary,3,Beginner,306,20
R006278,55,Female,4,Intermediate,246,20
R018289,20,Female,2,Beginner,272,40.5
R052907,21,Male,1,Beginner,240,20
R032070,58,Male,3,Beginner,268,30.6
R033402,32,Female,2,Beginner,289,20
R075041,50,Male,4,Intermediate,219,21
R052764,19,Female,2,Beginner,321,20
R041113,39,Male,3,Beginner,278,33.2
R009093,62,Female,2,Beginner,299,31.9
R005489,45,Female,3,Beginner,287,20
R021631,22,Female,2,Advanced,209,20
R031937,65,Male,3,Beginner,231,20
R035480,49,Male,4,Beginner,255,20
R042513,28,Female,1,Advanced,208,28.5
R077615,30,Male,1,Beginner,245,20
R021048,18,Male,1,Intermediate,247,64.4
R099014,28,Male,0,Beginner,,47.9
R083477,49,Female,3,Beginner,295,28.1
R052133,48,Male,3,Beginner,242,48.8
R042140,44,Male,1,Advanced,222,26.5
R069850,37,Female,2,Intermediate,282,20
R095028,65,Female,0,Beginner,,113.0311156
R095188,28,Male,4,Beginner,286,30.6
R002407,52,Male,3,Beginner,276,20
R099499,22,Female,1,Intermediate,254,20
R037058,20,Male,2,Beginner,255,20
R077252,28,Male,2,Beginner,296,20
R022304,18,Male,0,Advanced,,20
R016039,21,Female,3,Beginner,246,20
R079138,26,Female,2,Advanced,195,20
R039040,27,Non-binary,1,Beginner,266,20
R003407,31,Female,3,Beginner,273,20
R043224,49,Male,0,Intermediate,,32.8
R038961,61,Male,1,Intermediate,257,20
R083206,43,Male,4,Intermediate,265,50.6
R059215,36,Male,4,Beginner,304,24.7
R037411,47,Male,0,Intermediate,,40
R027129,42,Male,1,Beginner,226,20.2
R090831,63,Female,3,Beginner,325,27
R055834,24,Male,3,Beginner,283,22.7
R030208,46,Male,2,Intermediate,242,41.8
R022316,43,Female,1,Advanced,242,20
R077477,45,Male,1,Advanced,207,46.1
R075902,32,Male,1,Beginner,255,20
R073439,19,Female,4,Beginner,274,32.8
R004805,27,Male,4,Advanced,247,45.8
R084763,30,Male,3,Intermediate,257,26.3
R057304,63,Female,2,Beginner,297,58.5
R076949,47,Female,1,Beginner,271,37.7
R065901,37,Female,1,Beginner,297,30.1
R023081,28,Female,2,Beginner,273,29.8
R072129,22,Male,3,Beginner,293,20
R000315,24,Female,1,Advanced,196,20
R019104,18,Female,1,Beginner,257,20
R027302,52,Male,4,Beginner,299,31.6
R099106,44,Female,4,Intermediate,246,20
